Default,loan_amnt,int_rate,grade,emp_length,dti,delinq_2yrs,inq_last_6mths,mths_since_last_delinq,open_acc,revol_bal,revol_util,total_pymnt
0,7500,8.49%,A,6 years,8.76,0,0,,3,11745,45.60%,8521.944308
0,35000,13.49%,C,8 years,6.22,0,1,,8,95,0.30%,40709.94984
0,35000,18.79%,E,10+ years,13.36,0,0,40,9,1722,35.10%,51976.48998
0,12000,17.49%,D,6 years,10.25,0,1,,22,73867,47.50%,17454.78
0,22750,19.29%,E,9 years,24.66,0,2,74,16,26184,68.20%,35038.42001
0,9000,11.49%,B,10+ years,2.85,0,0,,11,8671,61.50%,10682.62628
0,10000,9.99%,B,1 year,17.78,0,0,,5,0,0%,11614.46797
0,1200,15.23%,C,n/a,7.27,0,1,,3,903,50.20%,1502.353836
1,4000,11.49%,B,3 years,17.27,0,2,,3,1085,20.90%,3835.42
1,15000,20.99%,F,5 years,8.1,0,3,,8,24401,81.10%,15629.73
0,16000,15.23%,C,7 years,8.67,0,1,,5,0,0%,22574.22
0,4800,18.79%,E,10+ years,8.8,0,0,26,6,32401,98.80%,6315.82427
0,35000,13.99%,C,1 year,0.66,0,2,64,4,1254,7.60%,37953.07037
0,14000,10.99%,B,2 years,12.62,0,0,40,15,27122,70.80%,15509.6309
0,8000,5.42%,A,< 1 year,13.18,0,0,,9,2096,7.80%,8686.027508
0,3000,8.49%,A,n/a,18.64,0,1,,15,17948,35.10%,3021.5525
0,6000,9.99%,B,10+ years,5.44,0,1,,6,5919,51.50%,6734.942807
1,33950,11.99%,B,n/a,24.67,0,0,,10,14205,47.80%,9246.92
0,18000,8.49%,A,3 years,12.63,0,0,,12,13625,67.10%,19032.03554
0,3750,12.99%,C,< 1 year,9.86,0,0,48,6,3223,70.10%,4547.988884
0,13000,10.99%,B,10+ years,23.27,0,0,25,11,10634,36%,15296.42811
0,2000,7.49%,A,8 years,27.12,0,0,,13,49743,58%,2239.288533
1,35000,15.99%,D,< 1 year,5.54,0,0,,5,2864,12.70%,5952.8
0,8400,19.69%,E,5 years,9.87,0,2,66,7,4277,62.90%,11281.48823
0,17000,10.99%,B,9 years,6.28,0,0,,5,0,0%,20915.5319
0,12000,7.49%,A,2 years,12.29,0,0,32,12,731,20.90%,13334.30125
0,8500,7.49%,A,1 year,23.25,0,1,,7,196,2.70%,9318.987038
1,23000,11.99%,B,2 years,10.86,0,2,,6,0,0%,3062.22
0,4000,7.49%,A,2 years,5.7,0,0,,6,490,2.20%,4140.670589
0,18000,8.49%,A,< 1 year,14.98,0,0,,9,4811,54.10%,20452.72438
1,8000,19.29%,E,10+ years,20.98,0,0,,18,37989,77.10%,3102.78
0,5000,10.99%,B,1 year,14.66,0,1,,23,35055,33.40%,5892.116116
0,20000,13.99%,C,9 years,8.59,0,1,,11,5416,23.30%,24619.26616
0,20000,17.49%,D,10+ years,24.64,0,0,47,15,20299,67.80%,20581.45217
0,14500,23.59%,G,3 years,17.15,0,3,,30,13346,38.40%,19662.49073
0,8250,7.49%,A,1 year,24.19,0,0,,7,9469,41%,9237.176114
0,35000,15.23%,C,9 years,3.7,0,2,,14,47644,39.70%,46141.65482
0,7000,11.99%,B,5 years,18.72,0,0,57,9,3869,79%,8035.380615
0,11000,7.49%,A,10+ years,12.76,0,1,,8,11995,36.10%,12316.23482
0,16000,19.29%,E,7 years,12.92,0,0,,14,19367,77.20%,23872.32479
0,8000,6.99%,A,3 years,12.8,0,2,,10,6967,21.50%,8764.494556
0,11200,11.99%,B,4 years,18.92,0,0,65,8,12263,83.40%,13390.06128
0,17000,17.99%,E,6 years,1.51,0,1,,3,4410,77.40%,25016.5
0,12600,16.49%,D,10+ years,19.44,1,1,1,7,19797,51.70%,15495.86444
0,22500,13.49%,C,3 years,19.44,0,0,,12,3493,23%,30792.97996
0,14700,12.99%,C,3 years,3.84,0,1,,4,7181,48.50%,15625.89101
0,2000,20.99%,F,4 years,8,0,0,,2,2979,99.30%,2490.118958
0,14000,15.99%,D,4 years,12.32,0,0,70,14,12355,64%,18110.59525
0,20000,18.39%,E,8 years,17.63,0,1,,15,20738,75.40%,29727.65
0,3000,6.99%,A,7 years,16.99,0,1,30,12,10958,31.10%,3293.388298
0,18000,11.99%,B,10+ years,7.99,0,3,,9,26696,68.30%,23189.18
0,6600,5.99%,A,10+ years,13.45,0,3,,9,6254,12.40%,7227.158781
0,7000,15.99%,D,10+ years,18.69,0,0,28,8,14757,73.40%,9851.52
1,11000,10.59%,B,3 years,14.94,0,0,24,5,477,3.90%,6447.71
0,19750,23.22%,G,1 year,18,1,0,18,5,12814,97.10%,23060.35429
0,6500,17.99%,E,4 years,15.08,0,0,,14,5214,66.80%,6598
0,20500,6.99%,A,9 years,26.84,0,0,,8,4875,23.10%,22783.91068
0,8175,5.99%,A,10+ years,22.55,0,0,,8,97885,66.60%,8933.420127
0,18000,13.49%,C,< 1 year,28.35,0,0,,23,39592,37.50%,21256.12006
0,24000,15.99%,D,1 year,9.85,1,1,2,13,13247,61.30%,29890.26343
1,20700,21.74%,F,10+ years,21.57,1,3,21,13,12930,64%,4531.24
0,10625,13.99%,C,10+ years,20.18,0,3,,12,12189,80.20%,11432.4201
1,2000,16.89%,D,3 years,16.88,0,3,,6,11089,76%,883.46
0,2500,12.99%,C,4 years,15.96,0,0,44,7,5630,38.30%,2553.752834
0,14125,10.99%,B,10+ years,21.74,0,1,,10,28281,68.30%,16645.21359
0,35000,12.99%,C,7 years,21.83,0,0,,16,44749,51.90%,42448.30883
0,12000,13.49%,C,8 years,9.54,1,0,18,7,2140,71.30%,16317.26998
0,5000,5.42%,A,2 years,12.75,0,1,,8,1739,6.10%,5047.94
0,6400,17.49%,D,4 years,2.42,0,2,,17,2490,23.90%,8270.589354
0,14400,16.89%,D,3 years,3.05,0,0,24,4,6070,55.20%,20642.94
0,2500,16.49%,D,10+ years,4.68,1,0,14,2,4621,82.50%,2566.177116
0,15000,14.79%,C,4 years,20.68,0,1,56,10,42757,70.30%,18663.78085
0,1775,6.99%,A,5 years,26.47,0,3,35,13,1527,7.80%,1907.30382
1,21600,14.79%,C,10+ years,0.37,0,2,,2,115,11.50%,18858.89
0,10000,18.79%,E,2 years,19.06,0,1,,22,16755,28.90%,11768.23962
0,6400,15.99%,D,n/a,15.08,0,0,,3,3154,90.10%,8098.978346
1,25000,21.36%,F,10+ years,18.25,1,1,5,12,27547,50.30%,14819.88
0,10750,6.99%,A,10+ years,21.53,0,0,,9,2049,17.80%,11723.22518
0,30000,16.89%,D,3 years,6.33,0,0,,5,24385,92%,38445.74416
0,8625,5.42%,A,4 years,17.64,0,0,,7,13900,38.10%,9077.905202
0,11000,10.99%,B,2 years,22.68,0,0,,17,11167,48.60%,11654.54855
0,2300,10.99%,B,1 year,5.4,0,1,31,5,1518,41%,2533.784215
0,24000,10.99%,B,8 years,7.08,0,0,,5,23717,64.10%,28282.1317
1,6500,19.69%,E,2 years,20.91,0,0,,10,10190,80.90%,3041.19
0,9600,15.62%,D,5 years,8.58,0,1,,13,10710,25.60%,12134.36646
0,10000,8.49%,A,2 years,8.19,0,0,,6,1119,14.90%,11362.64078
0,8000,9.99%,B,10+ years,9.35,0,0,,13,9211,40.20%,9217.335893
0,4025,5.42%,A,n/a,3.06,0,0,,6,342,1%,4370.139609
1,4775,7.49%,A,1 year,18.6,1,0,21,9,6899,35.70%,1971.56
1,20000,15.23%,C,5 years,24.63,0,1,27,15,40918,36.90%,10842.29
0,3400,15.62%,D,< 1 year,2.64,0,1,53,4,2870,63.80%,3864.088342
0,24000,12.99%,C,10+ years,19.56,0,0,,12,61139,83.90%,28931.20388
0,8225,12.99%,C,10+ years,17.51,0,2,,9,19478,60.10%,9975.299977
0,4325,7.49%,A,10+ years,5.47,0,0,73,9,5074,35.20%,4719.245015
1,4000,8.49%,A,5 years,2.57,0,2,,6,2416,24.90%,2434.21
0,14000,15.62%,D,6 years,6.32,0,0,,4,17028,99%,17611.14714
0,2000,9.99%,B,1 year,0.65,0,1,,2,3279,21.20%,2322.870492
0,11050,5.42%,A,10+ years,18.91,0,0,,7,55549,36.50%,11967.78248
0,11200,17.49%,D,10+ years,22.96,1,0,6,6,5052,85.60%,14473.66762
0,6800,8.49%,A,2 years,9.12,0,1,,6,5849,39.80%,7551.945643
0,9600,7.49%,A,< 1 year,9.54,0,0,,9,7180,28.80%,10748.70327
0,13250,13.49%,C,8 years,28.37,0,1,,5,10661,64.60%,18045.00002
0,25000,13.99%,C,1 year,7.35,0,2,,8,0,0%,32904.55017
0,4575,13.49%,C,10+ years,22.49,1,0,9,10,20607,81.10%,6265.960001
0,22000,6.99%,A,10+ years,14.63,0,0,,16,11486,16.30%,24451.02226
0,25000,18.79%,E,10+ years,7.1,3,3,18,8,1829,22.30%,37727.93
0,11000,15.99%,D,2 years,10.8,0,0,,3,5653,94.20%,13920.16197
0,2000,15.62%,D,1 year,18.05,1,1,13,7,4172,87.90%,2233.70639
0,7000,6.99%,A,10+ years,12.17,0,2,67,10,4694,9.60%,7041.38
0,12000,5.99%,A,7 years,10.77,0,3,,14,4504,9.60%,13140.31594
0,12000,11.99%,B,1 year,16.38,0,4,,17,9381,28.40%,13439.85094
0,35000,22.48%,G,10+ years,20.68,2,1,14,12,25403,89.40%,58480.13992
0,25000,20.25%,F,7 years,24.19,1,1,5,12,9380,19.80%,38177.8
0,3600,5.99%,A,3 years,4.67,0,0,,5,6425,81.50%,3942.07147
0,13000,10.59%,B,5 years,5.97,0,0,,8,0,0%,16161.35
0,4025,7.49%,A,10+ years,15.44,1,5,8,7,656,5%,4491.126766
0,14400,15.99%,D,9 years,14.8,0,1,,9,7371,97.50%,20570.75997
1,5125,5.99%,A,5 years,22.88,0,0,46,9,13482,34.80%,1246.4
0,22000,18.79%,E,< 1 year,9.38,0,1,,15,11125,92.70%,27636.3129
0,10000,7.49%,A,1 year,8.67,0,0,,7,3511,11%,11196.56943
0,1200,5.42%,A,n/a,12.93,0,0,,11,6487,6.80%,1291.534466
1,6000,11.99%,B,10+ years,20.08,0,1,,14,47218,74.50%,462.56
1,15775,12.99%,C,2 years,21.81,0,0,,10,48258,83.20%,18301.35
0,5000,15.62%,D,10+ years,16.2,0,1,36,7,1760,80%,6277.338606
0,12000,6.99%,A,4 years,19.05,0,0,,8,13010,26.80%,13336.89269
1,19600,17.99%,E,10+ years,16.62,0,0,31,10,27784,62.90%,19350.89
0,6000,10.99%,B,3 years,0,1,0,3,2,0,0%,6740.709749
0,2125,12.99%,C,4 years,8.14,0,0,,6,2581,83.30%,2365.041008
0,12000,15.23%,C,1 year,11.89,1,1,8,13,946,9.80%,10412.43001
0,7700,5.42%,A,7 years,10.45,0,0,,8,4092,6.80%,8240.910257
1,9600,7.49%,A,3 years,27.33,1,1,16,10,0,0%,4811.29
0,10650,10.59%,B,2 years,26.47,0,1,,7,3265,25.50%,12035.19979
0,6000,10.99%,B,6 years,12.62,0,0,,8,24894,78.50%,7070.500841
1,17000,13.49%,C,10+ years,23.41,0,1,,16,25522,37.10%,13687.8
0,11600,5.42%,A,< 1 year,14.26,0,0,,7,23385,35.70%,12594.7279
1,19475,14.79%,C,1 year,22.67,0,2,50,7,14524,55.20%,4148.82
0,11100,16.49%,D,10+ years,12.6,0,2,,9,24477,60%,15288.53411
0,13475,19.29%,E,4 years,15.72,2,1,12,5,0,0%,15518.60377
1,26000,15.99%,D,10+ years,21.18,0,3,,12,25371,82.40%,13274.43
0,4000,12.99%,C,9 years,1.33,0,1,42,5,1325,36.80%,4851.208773
0,9400,15.62%,D,4 years,13.38,0,1,41,9,14973,70%,11833.70662
0,8000,10.99%,B,5 years,9.21,0,0,,2,0,0%,8073.53
0,8400,10.99%,B,< 1 year,24.85,1,0,10,9,342,4.60%,9861.754111
0,16800,11.99%,B,3 years,10.73,0,1,,19,17823,11.80%,21042.04615
1,12000,19.29%,E,3 years,12.39,0,1,52,7,16929,85.50%,3438.57
0,3000,14.79%,C,5 years,18.99,0,1,,6,12395,99.20%,3733.985296
0,7500,10.59%,B,9 years,14.6,1,0,9,13,10883,42.20%,8787.102263
0,16000,13.99%,C,6 years,22.06,0,1,,3,35735,66.20%,19683.46989
0,16800,17.99%,E,3 years,19.98,0,3,,11,17102,78.40%,21861.88955
0,12000,13.49%,C,10+ years,10.81,0,0,,9,19398,76.50%,15997.38
0,12500,8.49%,A,8 years,2.83,0,2,,4,3689,7.80%,14162.10511
0,7450,15.62%,D,6 years,19.53,0,0,37,12,5381,55.60%,9375.479294
0,35000,10.99%,B,< 1 year,12.5,0,0,,6,30947,59.30%,42703.34938
0,12000,5.99%,A,5 years,11.63,0,0,,7,39,0.40%,12954.265
0,20000,11.99%,B,10+ years,15.35,0,0,,5,0,0%,25752.82
1,6000,12.99%,C,10+ years,7.29,0,1,,5,6977,81.10%,1501.75
0,12000,10.59%,B,10+ years,8.44,0,2,,8,3863,12%,12996.96251
0,7800,8.49%,A,1 year,15.84,0,5,,6,4688,29.10%,8409.209829
0,20000,18.39%,E,10+ years,15.61,0,2,,6,20642,97.80%,28531.78786
0,3500,10.99%,B,5 years,18.02,0,0,,7,253,8.70%,4124.474863
0,14000,7.49%,A,7 years,14.95,0,0,,6,6768,46%,15319.37064
0,7500,9.99%,B,7 years,15.09,0,0,,12,5026,30.10%,9235.16
1,10000,23.22%,G,1 year,18.14,0,3,,7,7626,99%,10037.99
0,5000,12.99%,C,4 years,12.72,1,0,13,19,6391,34%,6569.02
0,8000,5.42%,A,10+ years,14.73,0,0,,9,2468,23.10%,8291.548661
0,35000,18.39%,E,3 years,11.04,0,2,24,11,1980,15.60%,39132.13273
0,23000,13.49%,C,9 years,6.66,0,0,,2,7626,44.10%,31667.46997
0,4000,13.49%,C,4 years,4.84,0,0,,3,3629,71.20%,4885.91872
0,14200,6.99%,A,10+ years,12.84,0,0,,11,13882,29.90%,15782.03416
0,14400,11.49%,B,3 years,24.81,0,1,,19,14625,28.20%,15454.19272
0,16000,8.49%,A,3 years,21.74,0,3,38,12,11852,64.40%,17533.79259
0,2400,9.99%,B,< 1 year,1.54,0,0,,4,1030,93.60%,2704.475726
0,19200,7.49%,A,10+ years,10.82,0,0,,13,18259,18.70%,20074.29102
0,8000,10.99%,B,4 years,10.15,0,0,,11,699,5.60%,9427.334452
0,4500,18.39%,E,10+ years,12.6,0,3,,4,3389,99.70%,5789.489045
0,22800,12.99%,C,< 1 year,18.14,0,0,,14,30055,76.50%,30051.08
0,3600,15.99%,D,5 years,19.52,0,0,,10,7137,86%,4521.802423
0,13000,17.49%,D,1 year,4.82,0,1,43,10,1277,41.20%,17972.63199
0,3500,5.99%,A,< 1 year,23.12,0,0,,9,478,5.60%,3832.563009
0,5000,6.99%,A,n/a,19.42,0,2,,13,11015,26%,5477.805007
0,7000,8.49%,A,4 years,26.75,0,1,,21,7879,30%,7953.805017
0,15000,11.99%,B,4 years,9.08,0,1,,6,10697,43.10%,19852.78001
0,3000,15.23%,C,8 years,19.4,1,1,7,7,2074,42.30%,3755.977358
0,6000,14.79%,C,5 years,21.12,0,2,42,10,5231,73.70%,7214.615654
1,20500,16.89%,D,< 1 year,19.11,0,0,,3,0,77.63%,11052.26
0,7000,7.49%,A,1 year,10.64,0,5,,10,2449,8.60%,7838.91539
0,32000,20.25%,F,7 years,14.24,0,2,,21,9625,48.40%,43694.33263
0,3200,16.49%,D,8 years,9.07,2,0,4,2,768,76.80%,4078.001145
0,3000,13.99%,C,< 1 year,10.6,0,2,,4,4962,76.30%,3658.437549
0,2000,17.49%,D,1 year,9.58,0,0,,3,1527,84.80%,2508.288117
0,7500,8.49%,A,n/a,7.42,0,0,,3,8466,35.40%,8396.003568
0,5000,10.99%,B,10+ years,4.8,1,2,19,8,5661,41.90%,5892.116116
0,1500,12.99%,C,2 years,4.71,0,3,,4,1691,65%,1790.536557
0,15000,20.25%,F,10+ years,19.27,0,2,40,18,15835,74.70%,22595.21201
0,1500,13.99%,C,n/a,9.29,0,3,,5,864,22.70%,1863.555673
0,7000,7.49%,A,3 years,5.12,0,0,,7,7816,51.10%,7837.57325
0,6000,8.49%,A,10+ years,27.91,0,1,,10,7746,38.30%,6817.574794
0,4500,9.99%,B,7 years,15.63,0,2,72,4,1499,25%,5089.256698
0,7000,16.49%,D,10+ years,9.12,0,0,,4,8674,99.70%,8920.621012
0,6000,8.49%,A,7 years,16.22,0,4,,12,11002,17.60%,6338.061441
0,21225,12.99%,C,10+ years,24.83,0,1,,18,23870,37.80%,28518.51
0,5000,5.42%,A,7 years,11.35,0,0,,6,61,0.10%,5182.221516
1,10600,12.99%,C,< 1 year,19.58,0,0,,7,20042,86%,4710.6
0,5000,10.99%,B,8 years,5.57,2,0,11,7,3823,33.50%,5251.455818
0,35000,22.11%,G,10+ years,16.89,0,0,76,7,25000,95.40%,49509.11549
0,18000,19.69%,E,10+ years,16.89,0,3,,14,13443,76.80%,23741.90611
0,25000,10.59%,B,8 years,26.98,0,0,,16,32657,22.30%,29290.36141
0,10800,6.99%,A,10+ years,13.47,0,0,,12,65434,71.40%,11717.46577
1,6000,13.99%,C,3 years,6.85,0,1,,7,11965,92%,6157.76
0,17225,11.49%,B,10+ years,17.21,0,0,,15,15735,47.70%,21918.88
0,17700,10.99%,B,5 years,18.39,0,0,,14,24305,39.90%,20858.03844
1,25000,19.29%,E,2 years,9.27,0,0,,12,28042,77.30%,21178.29
0,3000,5.99%,A,7 years,14.62,0,1,,14,2451,3.70%,3071.340335
0,7000,17.99%,E,7 years,17.17,0,1,,11,27535,86.60%,10091.64808
0,12000,13.49%,C,4 years,13.96,0,1,70,6,3899,15.50%,14274.41075
1,11200,19.29%,E,1 year,3.34,1,0,16,4,5675,89.50%,12107.98
0,3600,15.99%,D,< 1 year,12.54,0,0,,6,3721,82.70%,5055.44
0,5000,9.99%,B,6 years,7.92,0,0,62,10,1771,31.10%,5807.205108
0,10000,7.49%,A,3 years,14.22,0,0,,5,9396,58%,11196.56943
0,3075,10.59%,B,1 year,7.96,0,0,,4,10091,90.90%,3337.159117
0,6000,6.99%,A,5 years,8.05,0,1,,9,9996,43.60%,6472.31392
0,21000,11.99%,B,8 years,10.99,3,2,8,9,5438,40%,25085.71686
0,12000,10.99%,B,2 years,21.55,0,0,,8,12330,65.60%,15119.4
0,4200,15.99%,D,3 years,23.88,0,2,42,25,2664,18.60%,4612.59385
0,6000,13.99%,C,4 years,8.19,0,2,,16,4504,14.10%,7381.290689
0,3000,9.99%,B,7 years,4.68,0,1,,5,10122,68.40%,3484.334615
0,12500,5.99%,A,5 years,19.02,0,0,,16,4831,12.90%,13604.31009
0,3000,10.59%,B,4 years,14.49,0,1,55,5,1981,12%,3514.81627
0,5000,16.49%,D,5 years,3.18,0,0,44,4,203,50.70%,6410.02087
0,5600,9.99%,B,< 1 year,4.5,0,0,,3,6224,59.30%,6391.979347
0,4900,6.99%,A,7 years,15.25,0,5,,6,1837,12.80%,5035.529065
0,4550,15.23%,C,2 years,7,0,1,48,5,2406,37.60%,4926.946042
1,6000,11.99%,B,10+ years,16.27,0,0,,4,12261,56.80%,1890.35
0,2000,7.49%,A,3 years,9.03,0,2,,4,2238,26.60%,2239.288533
0,13400,22.11%,G,< 1 year,5.47,0,0,,6,16238,80.40%,21500.42
0,8000,10.99%,B,2 years,13.48,0,0,,6,9458,80.20%,9392.129014
1,15000,13.99%,C,2 years,18.9,0,3,,14,12619,35.70%,5598.48
0,4400,11.49%,B,7 years,12.81,0,0,37,11,2195,37.50%,5222.602311
0,12425,15.23%,C,4 years,18.3,0,1,,6,20287,72.20%,15887.58504
0,7900,9.99%,B,7 years,19.67,0,0,,4,7419,48.80%,8672.60061
0,11200,10.59%,B,2 years,18.88,0,0,,18,29263,53.80%,13122.05876
0,6000,13.49%,C,3 years,14.38,0,0,30,5,6010,86.50%,8125.930004
0,2500,11.99%,B,10+ years,9.98,0,3,57,10,11131,80.10%,2842.014859
0,30000,17.49%,D,5 years,5.93,0,2,,9,21139,43.90%,42728.21266
0,21500,22.11%,G,< 1 year,15.78,1,1,4,12,20852,58.60%,35575.38002
0,5600,9.99%,B,2 years,17.71,0,0,,13,26124,63.90%,5766.320888
0,20000,15.23%,C,10+ years,13.9,0,2,,10,15104,64.80%,27417.59241
0,15000,5.99%,A,2 years,8.47,0,0,,12,18361,28.80%,16425.36995
0,6900,9.99%,B,3 years,15.42,0,0,,6,2744,31.20%,8013.952288
0,10000,11.99%,B,10+ years,13.72,0,1,,17,13411,22.90%,12849
1,3975,17.49%,D,6 years,23.95,0,2,,5,1720,71.70%,374.67
1,21725,13.49%,C,6 years,23.23,0,0,,11,34046,84%,9994.96
0,3600,11.49%,B,2 years,12.31,0,3,,5,4665,70.70%,4090.70334
0,9600,10.99%,B,7 years,22.93,0,1,65,12,4409,20.40%,12269.54001
0,2500,11.49%,B,2 years,22.5,1,0,15,7,13352,78.10%,2749.080076
0,2000,5.42%,A,10+ years,12.37,0,1,,8,3340,15.90%,2171.506877
0,16000,11.49%,B,< 1 year,6.09,0,1,,5,27890,84.30%,18553.40556
0,10000,11.49%,B,5 years,8.49,0,0,,4,11428,96%,11869.59974
0,12000,11.99%,B,3 years,21.5,0,0,,8,11489,43.50%,15464.04
0,6000,5.99%,A,9 years,5.29,0,1,,9,177,0%,6218.341023
0,23500,13.49%,C,10+ years,10.78,0,0,,5,19840,71.90%,31342.76
0,8400,15.99%,D,3 years,8.12,1,0,21,13,9563,63.80%,8934.896913
0,16000,7.49%,A,6 years,25.22,0,0,,6,5372,79%,17914.51953
1,4475,16.89%,D,3 years,9,0,1,,2,1043,74.50%,510.62
0,4150,18.39%,E,10+ years,4.06,1,0,13,5,989,98.90%,5430.391119
0,14400,18.39%,E,6 years,14.92,1,3,18,15,8830,76.80%,21385.44
1,13475,16.49%,D,2 years,23.23,0,3,45,9,5831,47%,4012.41
0,12200,11.99%,B,1 year,16.2,0,0,,6,13083,66.70%,15873.06
0,12000,11.99%,B,9 years,14.99,0,1,72,16,5259,35.80%,14346.47905
1,20000,22.11%,G,3 years,20.22,0,2,,13,20043,67%,11070.6
0,21000,11.49%,B,10+ years,6,0,0,,21,3064,2.60%,21228.75034
0,20000,10.99%,B,10+ years,17.26,1,1,23,9,14656,23.80%,23568.46446
0,7500,9.99%,B,6 years,12.46,0,0,,9,8635,60.40%,7957.058284
0,14525,10.99%,B,1 year,26.46,0,0,,3,28542,76.50%,17116.54181
1,3000,19.29%,E,4 years,2.48,0,1,,3,3145,95.30%,2823.21
0,2500,15.62%,D,8 years,14.69,0,2,42,4,497,99.40%,3147.21972
0,5050,16.89%,D,8 years,5.88,0,3,,5,5598,80%,6420.680253
0,8000,10.99%,B,7 years,23.98,0,0,,10,9261,62.20%,8910.229921
0,9000,6.99%,A,3 years,15.5,0,1,,7,4042,44.40%,9997.854714
0,24250,12.99%,C,10+ years,12.97,0,0,,9,29841,41.70%,26730.07448
0,3000,11.49%,B,n/a,8.56,0,1,,6,2441,32.50%,3759.671367
0,10000,20.99%,F,2 years,22.36,0,0,41,39,5392,67.50%,12656.37639
0,15000,15.99%,D,2 years,7.68,0,0,32,10,15821,64.80%,18982.04799
0,5000,14.79%,C,3 years,14.7,0,1,38,14,11426,63.10%,6234.836236
0,2400,5.42%,A,10+ years,10.05,0,0,,6,10028,29.40%,2605.790272
0,13000,10.99%,B,2 years,9.78,1,4,11,11,469,2.30%,15319.45056
0,35000,10.99%,B,10+ years,28.12,0,1,,22,19931,27.40%,39556.24693
0,15000,12.99%,C,2 years,2.88,0,1,,5,12135,84.90%,19882.54004
0,2050,7.49%,A,10+ years,23.55,0,1,48,10,12493,41.50%,2295.29293
0,2000,5.42%,A,4 years,5.19,0,0,,6,630,3.70%,2099.129482
0,12000,16.89%,D,10+ years,20.3,0,1,,10,9664,84%,15317.20734
1,6350,7.49%,A,4 years,12.3,0,0,,6,547,2.40%,3928.04
0,14400,8.49%,A,5 years,22.07,0,0,,11,15051,72.60%,16274.4561
0,10000,16.89%,D,1 year,5.56,0,7,,17,782,3.50%,14351.39
0,1000,11.49%,B,10+ years,17.61,0,1,,3,1763,63%,1186.596797
0,10000,16.49%,D,10+ years,15.53,0,2,27,10,11540,40.80%,14239.3
0,8000,14.79%,C,2 years,14.65,1,1,22,11,14598,74.50%,9884.689407
0,11000,20.99%,F,6 years,18.74,0,2,42,28,8986,49.10%,14917.28357
0,14800,9.99%,B,2 years,18.79,0,1,,16,3041,27.60%,16612.37696
0,4725,11.99%,B,4 years,22.93,1,1,14,12,17523,37.80%,5581.574016
0,5000,5.42%,A,6 years,3.39,0,0,,7,360,1.40%,5127.24162
0,6000,5.99%,A,6 years,17.62,0,0,,11,1496,6.60%,6530.459372
1,12400,19.69%,E,< 1 year,10.07,0,1,55,5,4756,78%,4529.17
0,30000,17.49%,D,6 years,8.65,0,0,64,7,1825,20.30%,32961.57061
0,15000,16.89%,D,3 years,14.74,1,0,11,6,9401,66.20%,18585.08612
0,4800,8.49%,A,2 years,20.7,0,0,,8,35803,79.20%,5454.030815
0,7575,6.99%,A,7 years,17.96,0,1,,8,8833,31.30%,8391.043006
0,15350,16.89%,D,10+ years,17.36,0,0,32,8,10708,61.20%,22042.65
0,30000,19.69%,E,10+ years,17.13,1,0,6,8,42809,53.90%,36416.9196
1,25000,19.69%,E,6 years,13.22,0,0,73,7,14345,83.30%,14476.52
1,5500,5.99%,A,n/a,4.96,0,0,35,6,6958,60%,1199.1
0,8500,10.99%,B,10+ years,24.6,0,1,,15,29197,47.20%,9979.172037
0,9000,5.42%,A,< 1 year,18.72,0,0,,6,6644,47.50%,9754.536567
0,5000,12.99%,C,3 years,5.14,0,0,,5,4351,76.30%,6064.010966
0,11000,15.99%,D,1 year,11.94,0,0,,8,23597,98.70%,13920.16198
0,5000,6.99%,A,4 years,10.59,0,1,,13,37405,15.10%,5279.634464
0,3200,13.49%,C,< 1 year,14.35,2,0,3,6,0,0%,3672.873034
0,1000,13.49%,C,9 years,18.82,6,0,20,6,531,44.20%,1217.70623
1,20000,20.62%,F,10+ years,17.96,2,0,19,7,491,49.10%,4935.85
0,35000,20.62%,F,8 years,9.7,1,2,13,15,75931,75.80%,47283.82056
0,16750,11.99%,B,3 years,8.07,0,0,,7,18851,63.50%,21157.67927
0,6000,15.99%,D,< 1 year,24.02,3,0,11,14,11033,29.30%,8447.86
0,35000,19.69%,E,8 years,19.62,0,0,,9,36167,79%,51012.2269
0,4200,10.59%,B,6 years,21.4,0,1,,5,2037,81.50%,4936.974944
0,25000,15.23%,C,10+ years,6.98,0,1,,8,55961,61.40%,33976.59756
0,30000,12.99%,C,5 years,10.04,0,1,,9,716,3.80%,36636.2903
1,14000,17.49%,D,9 years,5.93,0,1,,3,777,7.20%,551.11
0,3000,11.49%,B,2 years,13.74,1,2,17,10,2587,24.90%,3319.114477
0,10000,16.89%,D,1 year,18.97,0,2,,8,7301,53.30%,12815.17832
0,4800,10.99%,B,10+ years,16.41,0,0,,5,2072,39.10%,5336.248356
0,8000,10.59%,B,10+ years,12,2,0,6,12,5014,38.90%,8517.103164
0,4750,15.23%,C,1 year,20.56,0,3,,5,3920,76.90%,5891.330625
0,26500,20.99%,F,6 years,20.98,0,1,,8,29412,97.40%,36924.99779
0,6075,13.49%,C,2 years,8.85,0,0,41,5,9188,96.70%,7340.846443
0,8800,7.49%,A,3 years,8.06,0,0,,7,15524,35.30%,9723.897362
0,20000,22.11%,G,6 years,10.43,0,3,35,4,2737,39.70%,32099.74
0,8800,8.49%,A,n/a,18.62,0,2,,9,115326,49.80%,9999.0968
0,30000,19.29%,E,10+ years,22.06,0,0,53,9,21892,51.40%,43155.06073
1,17000,20.25%,F,10+ years,10.27,0,0,38,6,20863,75.50%,6721.34
